OST:StopArea:0136114102,NSR:Quay:579
OST:StopArea:0136114101,NSR:Quay:580
AKT:StopArea:1003113701,NSR:Quay:581
OST:StopArea:0111864001,NSR:Quay:582
OST:StopArea:0111864002,NSR:Quay:583
AKT:StopArea:1003113501,NSR:Quay:584
NRI:StopArea:762099789,NSR:Quay:585
OST:StopArea:0111873501,NSR:Quay:585
OST:StopArea:0106157501,NSR:Quay:586
OST:StopArea:0106157502,NSR:Quay:587
AKT:StopArea:1004108501,NSR:Quay:588
OST:StopArea:0106593502,NSR:Quay:589
OST:StopArea:0106593501,NSR:Quay:590
AKT:StopArea:1004108601,NSR:Quay:591
OST:StopArea:0106589002,NSR:Quay:592
OST:StopArea:0106589001,NSR:Quay:593
AKT:StopArea:1004108901,NSR:Quay:594
NRI:StopArea:762100269,NSR:Quay:595
OST:StopArea:0135154501,NSR:Quay:595
OST:StopArea:0135154502,NSR:Quay:596
AKT:StopArea:1004110501,NSR:Quay:597
OST:StopArea:0111862502,NSR:Quay:598
OST:StopArea:0111862501,NSR:Quay:599
AKT:StopArea:1004364101,NSR:Quay:600
OST:StopArea:0106159002,NSR:Quay:601
OST:StopArea:0106159001,NSR:Quay:602
AKT:StopArea:1004364001,NSR:Quay:603
OST:StopArea:0301061928,NSR:Quay:604
AKT:StopArea:1004110901,NSR:Quay:605
OST:StopArea:0111870001,NSR:Quay:606
OST:StopArea:0111870002,NSR:Quay:607
AKT:StopArea:1004357901,NSR:Quay:608
OST:StopArea:0106595002,NSR:Quay:609
OST:StopArea:0106595001,NSR:Quay:610
AKT:StopArea:1004108101,NSR:Quay:611
AKT:StopArea:1004358101,NSR:Quay:612
AKT:StopArea:1004358201,NSR:Quay:613
AKT:StopArea:1004358301,NSR:Quay:614
NRI:StopArea:762114575,NSR:Quay:615
KOL:StopArea:1004449801,NSR:Quay:615
AKT:StopArea:1004365401,NSR:Quay:615
AKT:StopArea:1004365301,NSR:Quay:616
AKT:StopArea:1004358401,NSR:Quay:617
OST:StopArea:0136091001,NSR:Quay:618
OST:StopArea:0136091002,NSR:Quay:619
AKT:StopArea:1004358501,NSR:Quay:620
OST:StopArea:0136104002,NSR:Quay:621
OST:StopArea:0136104001,NSR:Quay:622
AKT:StopArea:1004358601,NSR:Quay:623
OST:StopArea:0136085002,NSR:Quay:624
OST:StopArea:0136085001,NSR:Quay:625
AKT:StopArea:1004107901,NSR:Quay:626
OST:StopArea:0104076501,NSR:Quay:627
AKT:StopArea:1004111101,NSR:Quay:628
OST:StopArea:0136102502,NSR:Quay:629
OST:StopArea:0136102501,NSR:Quay:630
AKT:StopArea:1004363901,NSR:Quay:631
OST:StopArea:0136076003,NSR:Quay:632
OST:StopArea:0136076002,NSR:Quay:633
OST:StopArea:0136076004,NSR:Quay:634
OST:StopArea:0136076001,NSR:Quay:635
AKT:StopArea:1004411301,NSR:Quay:636
OST:StopArea:0136099001,NSR:Quay:637
OST:StopArea:0136099002,NSR:Quay:638
AKT:StopArea:1004117101,NSR:Quay:639
OST:StopArea:0136110001,NSR:Quay:640
OST:StopArea:0136110002,NSR:Quay:641
AKT:StopArea:1004411701,NSR:Quay:642
OST:StopArea:0136107001,NSR:Quay:643
OST:StopArea:0136107002,NSR:Quay:644
AKT:StopArea:1004373301,NSR:Quay:645
AKT:StopArea:1004373201,NSR:Quay:645
OST:StopArea:0104065201,NSR:Quay:646
OST:StopArea:0136097502,NSR:Quay:647
OST:StopArea:0136097501,NSR:Quay:648
AKT:StopArea:1004411801,NSR:Quay:649
OST:StopArea:0136105501,NSR:Quay:650
OST:StopArea:0136105502,NSR:Quay:651
AKT:StopArea:1004411501,NSR:Quay:652
OST:StopArea:0136113002,NSR:Quay:653
OST:StopArea:0136113001,NSR:Quay:654
AKT:StopArea:1004373101,NSR:Quay:655
AKT:StopArea:1004373001,NSR:Quay:655
OST:StopArea:0136111502,NSR:Quay:656
OST:StopArea:0136111501,NSR:Quay:657
OST:StopArea:0136094002,NSR:Quay:658
OST:StopArea:0136094001,NSR:Quay:659
AKT:StopArea:1004411601,NSR:Quay:660
OST:StopArea:0136092501,NSR:Quay:661
OST:StopArea:0136092502,NSR:Quay:662
AKT:StopArea:1004107601,NSR:Quay:663
OST:StopArea:0104066001,NSR:Quay:664
OST:StopArea:0104066002,NSR:Quay:665
AKT:StopArea:1004109701,NSR:Quay:666
OST:StopArea:0136095502,NSR:Quay:667
OST:StopArea:0136095501,NSR:Quay:668
AKT:StopArea:1004411901,NSR:Quay:669
OST:StopArea:0136104501,NSR:Quay:670
OST:StopArea:0136104502,NSR:Quay:671
AKT:StopArea:1004358701,NSR:Quay:672
OST:StopArea:0136106003,NSR:Quay:673
OST:StopArea:0136106004,NSR:Quay:674
AKT:StopArea:1004358801,NSR:Quay:675
OST:StopArea:0136078001,NSR:Quay:676
OST:StopArea:0136078002,NSR:Quay:677
AKT:StopArea:1004358901,NSR:Quay:678
OST:StopArea:0136109001,NSR:Quay:679
OST:StopArea:0136109002,NSR:Quay:680
AKT:StopArea:1004109101,NSR:Quay:681
OST:StopArea:0136112002,NSR:Quay:682
OST:StopArea:0136112001,NSR:Quay:683
AKT:StopArea:1004359101,NSR:Quay:684
OST:StopArea:0136097002,NSR:Quay:685
OST:StopArea:0136097001,NSR:Quay:686
AKT:StopArea:1004359001,NSR:Quay:687
OST:StopArea:0136110501,NSR:Quay:688
OST:StopArea:0136110502,NSR:Quay:689
AKT:StopArea:1004416101,NSR:Quay:690
OST:StopArea:0104010501,NSR:Quay:691
AKT:StopArea:1004116601,NSR:Quay:692
OST:StopArea:0136101002,NSR:Quay:693
OST:StopArea:0136101001,NSR:Quay:694
OST:StopArea:0136092001,NSR:Quay:695
OST:StopArea:0136092002,NSR:Quay:696
AKT:StopArea:1037335601,NSR:Quay:697
OST:StopArea:0136107501,NSR:Quay:698
OST:StopArea:0136107502,NSR:Quay:699
AKT:StopArea:1037336801,NSR:Quay:700
OST:StopArea:0104077502,NSR:Quay:701
OST:StopArea:0104077501,NSR:Quay:702
AKT:StopArea:1037335801,NSR:Quay:703
OST:StopArea:0136084502,NSR:Quay:704
OST:StopArea:0136084501,NSR:Quay:705
AKT:StopArea:1037113001,NSR:Quay:706
OST:StopArea:0136090501,NSR:Quay:707
OST:StopArea:0136090502,NSR:Quay:708
AKT:StopArea:1037100001,NSR:Quay:709
OST:StopArea:0104100007,NSR:Quay:710
OST:StopArea:0104100003,NSR:Quay:711
OST:StopArea:0104100010,NSR:Quay:712
RUT:StopArea:0104100008,NSR:Quay:713
OST:StopArea:0104100008,NSR:Quay:713
OST:StopArea:0104100004,NSR:Quay:714
OST:StopArea:0104100009,NSR:Quay:715
OST:StopArea:0104100005,NSR:Quay:716
AKT:StopArea:1037336001,NSR:Quay:717
OST:StopArea:0136098501,NSR:Quay:718
OST:StopArea:0136098502,NSR:Quay:719
AKT:StopArea:1037337201,NSR:Quay:720
OST:StopArea:0136100001,NSR:Quay:721
OST:StopArea:0136100002,NSR:Quay:722
AKT:StopArea:1037335101,NSR:Quay:723
OST:StopArea:0136106502,NSR:Quay:724
OST:StopArea:0136106501,NSR:Quay:725
AKT:StopArea:1037337001,NSR:Quay:726
OST:StopArea:0136112502,NSR:Quay:727
OST:StopArea:0136112501,NSR:Quay:728
AKT:StopArea:1037336201,NSR:Quay:729
OST:StopArea:0136095001,NSR:Quay:730
OST:StopArea:0136095002,NSR:Quay:731
AKT:StopArea:1037335001,NSR:Quay:732
OST:StopArea:0136093501,NSR:Quay:733
OST:StopArea:0136093502,NSR:Quay:734
AKT:StopArea:1037336601,NSR:Quay:735
OST:StopArea:0104065001,NSR:Quay:736
OST:StopArea:0104065002,NSR:Quay:737
AKT:StopArea:1037337401,NSR:Quay:738
OST:StopArea:0104077002,NSR:Quay:739
OST:StopArea:0104077001,NSR:Quay:740
AKT:StopArea:1037335401,NSR:Quay:741
OST:StopArea:0136103001,NSR:Quay:742
OST:StopArea:0136103002,NSR:Quay:743
AKT:StopArea:1004369401,NSR:Quay:744
OST:StopArea:0136109502,NSR:Quay:745
OST:StopArea:0136109501,NSR:Quay:746
AKT:StopArea:1004369001,NSR:Quay:747
OST:StopArea:0136084001,NSR:Quay:748
OST:StopArea:0136084002,NSR:Quay:749
OST:StopArea:0136101502,NSR:Quay:750
OST:StopArea:0136101501,NSR:Quay:751
AKT:StopArea:1037335701,NSR:Quay:752
OST:StopArea:0136098001,NSR:Quay:753
OST:StopArea:0136098002,NSR:Quay:754
AKT:StopArea:1037336901,NSR:Quay:755
OST:StopArea:0136096502,NSR:Quay:756
OST:StopArea:0136096501,NSR:Quay:757
AKT:StopArea:1037336701,NSR:Quay:758
OST:StopArea:0136102001,NSR:Quay:759
OST:StopArea:0136102002,NSR:Quay:760
AKT:StopArea:1037335901,NSR:Quay:761
OST:StopArea:0136093001,NSR:Quay:762
OST:StopArea:0136093002,NSR:Quay:763
AKT:StopArea:1037333701,NSR:Quay:764
OST:StopArea:0136108502,NSR:Quay:765
OST:StopArea:0136108501,NSR:Quay:766
AKT:StopArea:1037113101,NSR:Quay:767
OST:StopArea:0104011001,NSR:Quay:768
OST:StopArea:0104011002,NSR:Quay:769
AKT:StopArea:1037123701,NSR:Quay:770
OST:StopArea:0136100501,NSR:Quay:771
OST:StopArea:0136100502,NSR:Quay:772
AKT:StopArea:1037337301,NSR:Quay:773
OST:StopArea:0104065502,NSR:Quay:774
OST:StopArea:0104065501,NSR:Quay:775
AKT:StopArea:1037337101,NSR:Quay:776
OST:StopArea:0136099501,NSR:Quay:777
OST:StopArea:0136099502,NSR:Quay:778
AKT:StopArea:1037335301,NSR:Quay:779
OST:StopArea:0136091501,NSR:Quay:780
OST:StopArea:0136091502,NSR:Quay:781
AKT:StopArea:1037336301,NSR:Quay:782
OST:StopArea:0104065101,NSR:Quay:783
OST:StopArea:0104065102,NSR:Quay:784
AKT:StopArea:1037337501,NSR:Quay:785
OST:StopArea:0136094501,NSR:Quay:786
OST:StopArea:0136094502,NSR:Quay:787
RUT:StopArea:0301004904,NSR:Quay:788
RUT:StopArea:0301004911,NSR:Quay:789
RUT:StopArea:0301004901,NSR:Quay:789
RUT:StopArea:0301004902,NSR:Quay:790
AKT:StopArea:1004369101,NSR:Quay:791
OST:StopArea:0136103501,NSR:Quay:792
OST:StopArea:0136103502,NSR:Quay:793
RUT:StopArea:0216000401,NSR:Quay:794
RUT:StopArea:0216000402,NSR:Quay:795
OST:StopArea:0136105001,NSR:Quay:796
OST:StopArea:0136105002,NSR:Quay:797
AKT:StopArea:1046320901,NSR:Quay:798
OST:StopArea:0136111002,NSR:Quay:799
OST:StopArea:0136111001,NSR:Quay:800
AKT:StopArea:1046320501,NSR:Quay:801
RUT:StopArea:0627127501,NSR:Quay:802
OST:StopArea:0136096002,NSR:Quay:803
OST:StopArea:0136096001,NSR:Quay:804
AKT:StopArea:1046322601,NSR:Quay:805
RUT:StopArea:0215080701,NSR:Quay:806
OST:StopArea:0136108002,NSR:Quay:807
OST:StopArea:0136108001,NSR:Quay:808
AKT:StopArea:1046320701,NSR:Quay:809
RUT:StopArea:0215090001,NSR:Quay:810
AKT:StopArea:1046322801,NSR:Quay:811
RUT:StopArea:0215080501,NSR:Quay:812
RUT:StopArea:0215080502,NSR:Quay:813
AKT:StopArea:1046323301,NSR:Quay:814
RUT:StopArea:0219002301,NSR:Quay:815
OST:StopArea:0101620502,NSR:Quay:816
AKT:StopArea:1046323501,NSR:Quay:817
RUT:StopArea:0220074901,NSR:Quay:818
OST:StopArea:0101639001,NSR:Quay:819
AKT:StopArea:1046321401,NSR:Quay:820
RUT:StopArea:0628057501,NSR:Quay:821
OST:StopArea:0101616002,NSR:Quay:822
OST:StopArea:0101616001,NSR:Quay:823
AKT:StopArea:1046319401,NSR:Quay:824
RUT:StopArea:0216013001,NSR:Quay:825
OST:StopArea:0101643501,NSR:Quay:826
OST:StopArea:0101643502,NSR:Quay:827
AKT:StopArea:1046319201,NSR:Quay:828
RUT:StopArea:0216012201,NSR:Quay:829
OST:StopArea:0105492702,NSR:Quay:830
OST:StopArea:0105492701,NSR:Quay:831
AKT:StopArea:1046323101,NSR:Quay:832
RUT:StopArea:0216012502,NSR:Quay:833
OST:StopArea:0105205002,NSR:Quay:834
OST:StopArea:0105205001,NSR:Quay:835
AKT:StopArea:1046321001,NSR:Quay:836
RUT:StopArea:0216056002,NSR:Quay:837
OST:StopArea:0104044502,NSR:Quay:838
OST:StopArea:0104044501,NSR:Quay:839
AKT:StopArea:1046319801,NSR:Quay:840
RUT:StopArea:0215010001,NSR:Quay:841
OST:StopArea:0105234001,NSR:Quay:842
OST:StopArea:0105234002,NSR:Quay:843
AKT:StopArea:1046319601,NSR:Quay:844
RUT:StopArea:0216005001,NSR:Quay:845
OST:StopArea:0105421501,NSR:Quay:846
OST:StopArea:0105421502,NSR:Quay:847
AKT:StopArea:1046120101,NSR:Quay:848
RUT:StopArea:0215011401,NSR:Quay:849
OST:StopArea:0101619502,NSR:Quay:850
OST:StopArea:0101619501,NSR:Quay:851
AKT:StopArea:1046323701,NSR:Quay:852
RUT:StopArea:0104000000,NSR:Quay:853
OST:StopArea:0105699001,NSR:Quay:854
OST:StopArea:0105699002,NSR:Quay:855
AKT:StopArea:1046412601,NSR:Quay:856
RUT:StopArea:0211031001,NSR:Quay:857
OST:StopArea:0135114502,NSR:Quay:858
OST:StopArea:0135114501,NSR:Quay:859
OST:StopArea:0135114504,NSR:Quay:860
AKT:StopArea:1046323901,NSR:Quay:861
RUT:StopArea:0215013001,NSR:Quay:862
OST:StopArea:0105697502,NSR:Quay:863
OST:StopArea:0105697501,NSR:Quay:864
AKT:StopArea:1046321801,NSR:Quay:865
RUT:StopArea:0216002501,NSR:Quay:866
OST:StopArea:0135116002,NSR:Quay:867
OST:StopArea:0135116001,NSR:Quay:868
AKT:StopArea:1046322501,NSR:Quay:869
RUT:StopArea:0219000101,NSR:Quay:870
OST:StopArea:0101711502,NSR:Quay:871
OST:StopArea:0101711501,NSR:Quay:872
AKT:StopArea:1046324001,NSR:Quay:873
OST:StopArea:0135120501,NSR:Quay:874
OST:StopArea:0135120502,NSR:Quay:875
AKT:StopArea:1046318401,NSR:Quay:876
OST:StopArea:0101614603,NSR:Quay:877
OST:StopArea:0101614601,NSR:Quay:878
AKT:StopArea:1046324201,NSR:Quay:879
OST:StopArea:0105701501,NSR:Quay:880
OST:StopArea:0105701502,NSR:Quay:881
AKT:StopArea:1046318601,NSR:Quay:882
OST:StopArea:0135122002,NSR:Quay:883
OST:StopArea:0135122001,NSR:Quay:884
AKT:StopArea:1046318801,NSR:Quay:885
OST:StopArea:0105698001,NSR:Quay:886
OST:StopArea:0105698002,NSR:Quay:887
AKT:StopArea:1046320801,NSR:Quay:888
OST:StopArea:0105484502,NSR:Quay:889
OST:StopArea:0105484501,NSR:Quay:890
AKT:StopArea:1046322901,NSR:Quay:891
OST:StopArea:0105703001,NSR:Quay:892
OST:StopArea:0105703002,NSR:Quay:893
AKT:StopArea:1046320601,NSR:Quay:894
RUT:StopArea:0236044601,NSR:Quay:895
RUT:StopArea:0236044602,NSR:Quay:896
RUT:StopArea:0236044603,NSR:Quay:897
RUT:StopArea:0236044604,NSR:Quay:898
OST:StopArea:0105486001,NSR:Quay:899
AKT:StopArea:1046323401,NSR:Quay:900
RUT:StopArea:0236044401,NSR:Quay:901
OST:StopArea:0135119503,NSR:Quay:902
OST:StopArea:0135119502,NSR:Quay:902
OST:StopArea:0135119501,NSR:Quay:903
AKT:StopArea:1046323601,NSR:Quay:904
RUT:StopArea:0236046101,NSR:Quay:905
RUT:StopArea:0236046102,NSR:Quay:906
RUT:StopArea:0236046103,NSR:Quay:907
OST:StopArea:0101707001,NSR:Quay:908
OST:StopArea:0101707002,NSR:Quay:909
AKT:StopArea:1046323001,NSR:Quay:910
RUT:StopArea:0236046001,NSR:Quay:911
RUT:StopArea:0236046002,NSR:Quay:912
OST:StopArea:0101705502,NSR:Quay:913
OST:StopArea:0101705501,NSR:Quay:914
AKT:StopArea:1046319501,NSR:Quay:915
RUT:StopArea:0236052502,NSR:Quay:916
RUT:StopArea:0236052501,NSR:Quay:917
OST:StopArea:0105481001,NSR:Quay:918
OST:StopArea:0105481002,NSR:Quay:919
AKT:StopArea:1046323201,NSR:Quay:920
RUT:StopArea:0236052402,NSR:Quay:921
RUT:StopArea:0236052401,NSR:Quay:922
OST:StopArea:0105263002,NSR:Quay:923
OST:StopArea:0105263001,NSR:Quay:924
AKT:StopArea:1046319301,NSR:Quay:925
RUT:StopArea:0236013901,NSR:Quay:926
RUT:StopArea:0236013902,NSR:Quay:927
OST:StopArea:0101631502,NSR:Quay:928
OST:StopArea:0101631503,NSR:Quay:929
OST:StopArea:0101631501,NSR:Quay:930
AKT:StopArea:1046319901,NSR:Quay:931
RUT:StopArea:0236052001,NSR:Quay:932
RUT:StopArea:0236052002,NSR:Quay:933
OST:StopArea:0105422003,NSR:Quay:934
OST:StopArea:0105422002,NSR:Quay:935
OST:StopArea:0105422001,NSR:Quay:936
AKT:StopArea:1046319701,NSR:Quay:937
RUT:StopArea:0236052302,NSR:Quay:938
RUT:StopArea:0236052301,NSR:Quay:939
OST:StopArea:0105261502,NSR:Quay:940
OST:StopArea:0105261501,NSR:Quay:941
AKT:StopArea:1046120001,NSR:Quay:942
RUT:StopArea:0236041102,NSR:Quay:943
RUT:StopArea:0236041101,NSR:Quay:944
OST:StopArea:0105233502,NSR:Quay:945
OST:StopArea:0105233503,NSR:Quay:946
AKT:StopArea:1046321901,NSR:Quay:947
RUT:StopArea:0236041202,NSR:Quay:948
RUT:StopArea:0236041201,NSR:Quay:949
OST:StopArea:0105420503,NSR:Quay:950
OST:StopArea:0105420502,NSR:Quay:951
OST:StopArea:0105420504,NSR:Quay:952
AKT:StopArea:1046412101,NSR:Quay:953
RUT:StopArea:0236041001,NSR:Quay:954
RUT:StopArea:0236041004,NSR:Quay:955
RUT:StopArea:0236041002,NSR:Quay:956
OST:StopArea:0101622002,NSR:Quay:957
OST:StopArea:0101622001,NSR:Quay:958
AKT:StopArea:1046321501,NSR:Quay:959
RUT:StopArea:0236051102,NSR:Quay:960
RUT:StopArea:0236051101,NSR:Quay:961
RUT:StopArea:0236051104,NSR:Quay:962
OST:StopArea:0105468601,NSR:Quay:963
AKT:StopArea:1046323801,NSR:Quay:964
RUT:StopArea:0236051301,NSR:Quay:965
RUT:StopArea:0236051302,NSR:Quay:966
OST:StopArea:0136113502,NSR:Quay:967
OST:StopArea:0136113501,NSR:Quay:968
AKT:StopArea:1046321701,NSR:Quay:969
RUT:StopArea:0236055801,NSR:Quay:970
OST:StopArea:0101614504,NSR:Quay:971
OST:StopArea:0101614503,NSR:Quay:972
AKT:StopArea:1046412501,NSR:Quay:973
RUT:StopArea:0236055902,NSR:Quay:974
RUT:StopArea:0236055901,NSR:Quay:975
OST:StopArea:0105235002,NSR:Quay:976
OST:StopArea:0105235001,NSR:Quay:977
AKT:StopArea:1046322201,NSR:Quay:978
RUT:StopArea:0236051002,NSR:Quay:979
RUT:StopArea:0236051001,NSR:Quay:980
OST:StopArea:0105486502,NSR:Quay:981
OST:StopArea:0105486503,NSR:Quay:982
OST:StopArea:0105486501,NSR:Quay:983
AKT:StopArea:1046324101,NSR:Quay:984
RUT:StopArea:0236041601,NSR:Quay:985
RUT:StopArea:0236041602,NSR:Quay:986
OST:StopArea:0101624501,NSR:Quay:987
AKT:StopArea:1046326401,NSR:Quay:988
OST:StopArea:0101618501,NSR:Quay:989
OST:StopArea:0101618502,NSR:Quay:990
RUT:StopArea:0236046701,NSR:Quay:991
RUT:StopArea:0236046702,NSR:Quay:992
AKT:StopArea:1046324301,NSR:Quay:993
OST:StopArea:0105492501,NSR:Quay:994
RUT:StopArea:0236046302,NSR:Quay:995
RUT:StopArea:0236046301,NSR:Quay:996
AKT:StopArea:1046322001,NSR:Quay:997
OST:StopArea:0105262002,NSR:Quay:998
OST:StopArea:0105262001,NSR:Quay:999
RUT:StopArea:0236034001,NSR:Quay:1000
RUT:StopArea:0236034002,NSR:Quay:1001
AKT:StopArea:1046318501,NSR:Quay:1002
OST:StopArea:0105700501,NSR:Quay:1003
OST:StopArea:0105700502,NSR:Quay:1004
RUT:StopArea:0236034502,NSR:Quay:1005
RUT:StopArea:0236034501,NSR:Quay:1006
AKT:StopArea:1046318701,NSR:Quay:1007
OST:StopArea:0105236501,NSR:Quay:1008
OST:StopArea:0105236502,NSR:Quay:1009
RUT:StopArea:0236033302,NSR:Quay:1010
RUT:StopArea:0236033301,NSR:Quay:1011
AKT:StopArea:1046318901,NSR:Quay:1012
OST:StopArea:0101709002,NSR:Quay:1013
OST:StopArea:0101709001,NSR:Quay:1014
RUT:StopArea:0236033001,NSR:Quay:1015
RUT:StopArea:0236033002,NSR:Quay:1016
OST:StopArea:0105702002,NSR:Quay:1017
OST:StopArea:0105702001,NSR:Quay:1018
RUT:StopArea:0236080201,NSR:Quay:1019
RUT:StopArea:0236080202,NSR:Quay:1020
OST:StopArea:0101621001,NSR:Quay:1021
AKT:StopArea:1004357801,NSR:Quay:1022
RUT:StopArea:0236021402,NSR:Quay:1023
RUT:StopArea:0236021401,NSR:Quay:1024
OST:StopArea:0101707502,NSR:Quay:1025
OST:StopArea:0101707501,NSR:Quay:1026
AKT:StopArea:1004417001,NSR:Quay:1027
RUT:StopArea:0236051702,NSR:Quay:1028
RUT:StopArea:0236051701,NSR:Quay:1029
OST:StopArea:0105483002,NSR:Quay:1030
OST:StopArea:0105483001,NSR:Quay:1031
AKT:StopArea:1004413201,NSR:Quay:1032
RUT:StopArea:0236003001,NSR:Quay:1033
RUT:StopArea:0236003005,NSR:Quay:1034
RUT:StopArea:0236003002,NSR:Quay:1035
RUT:StopArea:0236003003,NSR:Quay:1036
OST:StopArea:0105584502,NSR:Quay:1037
OST:StopArea:0105584501,NSR:Quay:1038
AKT:StopArea:1037121001,NSR:Quay:1039
RUT:StopArea:0236003201,NSR:Quay:1040
RUT:StopArea:0236003202,NSR:Quay:1041
OST:StopArea:0105206002,NSR:Quay:1042
OST:StopArea:0105206001,NSR:Quay:1043
AKT:StopArea:1037119601,NSR:Quay:1044
RUT:StopArea:0236003104,NSR:Quay:1045
RUT:StopArea:0236003101,NSR:Quay:1046
RUT:StopArea:0236003102,NSR:Quay:1047
OST:StopArea:0105231501,NSR:Quay:1048
OST:StopArea:0105231502,NSR:Quay:1049
AKT:StopArea:1004109501,NSR:Quay:1050
RUT:StopArea:0236051201,NSR:Quay:1051
NRI:StopArea:762120769,NSR:Quay:1052
OST:StopArea:0105261601,NSR:Quay:1052
AKT:StopArea:1037119201,NSR:Quay:1053
RUT:StopArea:0236003401,NSR:Quay:1054
RUT:StopArea:0236003402,NSR:Quay:1055
OST:StopArea:0105204501,NSR:Quay:1056
AKT:StopArea:1004107801,NSR:Quay:1057
RUT:StopArea:0236003302,NSR:Quay:1058
RUT:StopArea:0236003301,NSR:Quay:1059
RUT:StopArea:0236003303,NSR:Quay:1060
OST:StopArea:0105468502,NSR:Quay:1061
OST:StopArea:0105468501,NSR:Quay:1062
AKT:StopArea:1004360801,NSR:Quay:1063
RUT:StopArea:0236003502,NSR:Quay:1064
RUT:StopArea:0236003501,NSR:Quay:1065
OST:StopArea:0105420601,NSR:Quay:1066
OST:StopArea:0105420602,NSR:Quay:1067
AKT:StopArea:1004360601,NSR:Quay:1068
OST:StopArea:0105481501,NSR:Quay:1069
OST:StopArea:0105481502,NSR:Quay:1070
AKT:StopArea:1004110001,NSR:Quay:1071
RUT:StopArea:0236040002,NSR:Quay:1072
RUT:StopArea:0236040003,NSR:Quay:1073
RUT:StopArea:0236040004,NSR:Quay:1074
RUT:StopArea:0236040001,NSR:Quay:1075
OST:StopArea:0101612502,NSR:Quay:1076
OST:StopArea:0101612501,NSR:Quay:1077
AKT:StopArea:1004412801,NSR:Quay:1078
RUT:StopArea:0236040202,NSR:Quay:1079
RUT:StopArea:0236040201,NSR:Quay:1080
OST:StopArea:0105608002,NSR:Quay:1081
OST:StopArea:0105608001,NSR:Quay:1082
AKT:StopArea:1004108201,NSR:Quay:1083
RUT:StopArea:0236011002,NSR:Quay:1084
RUT:StopArea:0236011001,NSR:Quay:1085
OST:StopArea:0105482002,NSR:Quay:1086
OST:StopArea:0105482001,NSR:Quay:1087
AKT:StopArea:1004110201,NSR:Quay:1088
RUT:StopArea:0236002001,NSR:Quay:1089
RUT:StopArea:0236002002,NSR:Quay:1090
OST:StopArea:0101620001,NSR:Quay:1091
AKT:StopArea:1037118801,NSR:Quay:1092
RUT:StopArea:0236002202,NSR:Quay:1093
RUT:StopArea:0236002203,NSR:Quay:1094
OST:StopArea:0135115501,NSR:Quay:1095
OST:StopArea:0135115502,NSR:Quay:1096
AKT:StopArea:1004412601,NSR:Quay:1097
RUT:StopArea:0236045601,NSR:Quay:1098
RUT:StopArea:0236045602,NSR:Quay:1099
OST:StopArea:0135121501,NSR:Quay:1100
OST:StopArea:0135121502,NSR:Quay:1101
AKT:StopArea:1037120401,NSR:Quay:1102
RUT:StopArea:0236045401,NSR:Quay:1103
RUT:StopArea:0236045402,NSR:Quay:1104
OST:StopArea:0101613502,NSR:Quay:1105
OST:StopArea:0101613501,NSR:Quay:1106
AKT:StopArea:1037114401,NSR:Quay:1107
RUT:StopArea:0236045201,NSR:Quay:1108
RUT:StopArea:0236045202,NSR:Quay:1109
OST:StopArea:0135123001,NSR:Quay:1110
OST:StopArea:0135123002,NSR:Quay:1111
AKT:StopArea:1004108801,NSR:Quay:1112
RUT:StopArea:0236051602,NSR:Quay:1113
RUT:StopArea:0236051601,NSR:Quay:1114
OST:StopArea:0105234101,NSR:Quay:1115
AKT:StopArea:1037114201,NSR:Quay:1116
RUT:StopArea:0236051402,NSR:Quay:1117
RUT:StopArea:0236051401,NSR:Quay:1118
OST:StopArea:0105697001,NSR:Quay:1119
AKT:StopArea:1037110001,NSR:Quay:1120
RUT:StopArea:0236051802,NSR:Quay:1121
RUT:StopArea:0236051801,NSR:Quay:1122
OST:StopArea:0104062501,NSR:Quay:1123
AKT:StopArea:1004358001,NSR:Quay:1124
RUT:StopArea:0236055004,NSR:Quay:1125
RUT:StopArea:0236055001,NSR:Quay:1126
RUT:StopArea:0236055002,NSR:Quay:1127
OST:StopArea:0105395101,NSR:Quay:1128
AKT:StopArea:1004361601,NSR:Quay:1129
RUT:StopArea:0236001501,NSR:Quay:1130
RUT:StopArea:0236001502,NSR:Quay:1131
OST:StopArea:0135117001,NSR:Quay:1132
OST:StopArea:0135117002,NSR:Quay:1133
AKT:StopArea:1004361401,NSR:Quay:1134
RUT:StopArea:0236001701,NSR:Quay:1135
RUT:StopArea:0236001702,NSR:Quay:1136
OST:StopArea:0101708001,NSR:Quay:1137
OST:StopArea:0101708002,NSR:Quay:1138
AKT:StopArea:1046327401,NSR:Quay:1139
RUT:StopArea:0236044502,NSR:Quay:1140
RUT:StopArea:0236044501,NSR:Quay:1141
OST:StopArea:0105701002,NSR:Quay:1142
OST:StopArea:0105701001,NSR:Quay:1143
AKT:StopArea:1046327201,NSR:Quay:1144
RUT:StopArea:0236040102,NSR:Quay:1145
RUT:StopArea:0236040101,NSR:Quay:1146
OST:StopArea:0101706502,NSR:Quay:1147
OST:StopArea:0101706501,NSR:Quay:1148
AKT:StopArea:1004361801,NSR:Quay:1149
RUT:StopArea:0236040301,NSR:Quay:1150
RUT:StopArea:0236040302,NSR:Quay:1151
OST:StopArea:0105484001,NSR:Quay:1152
OST:StopArea:0105484002,NSR:Quay:1153
AKT:StopArea:1004411401,NSR:Quay:1154
RUT:StopArea:0236011101,NSR:Quay:1155
RUT:StopArea:0236011102,NSR:Quay:1156
OST:StopArea:0105587001,NSR:Quay:1157
